total_kwh,peak_w,mean_w,load_factor,morning_rise_h,evening_peak_h,night_day_ratio,n_peaks,household,day
7.092763731523388,4691.646624511111,295.5318221468078,0.06299106599436258,12.85,17.583333333333332,0.01927236843083621,5,SynD,2019-09-29
4.464396709814296,3612.364547587394,186.01652957559568,0.0514943957413798,11.683333333333334,19.083333333333332,0.03097017460562238,4,SynD,2019-09-30
7.125653074547902,4615.443910076338,296.90221143949594,0.06432798604513541,14.066666666666666,18.35,0.019181708113621777,4,SynD,2019-10-01
5.803051939918448,3872.17320409961,241.79383082993533,0.06244396055784371,13.983333333333333,17.666666666666668,0.023656925541481855,4,SynD,2019-10-02
9.515639219571154,4616.514928192584,396.48496748213137,0.0858840431904245,14.5,19.416666666666668,0.014295083097298024,3,SynD,2019-10-03
5.189505456801736,4277.891472713379,216.22939403340567,0.0505457876649348,18.483333333333334,18.5,0.02652804074003496,3,SynD,2019-10-04
5.597070125406026,3084.1361988817707,233.2112552252511,0.07561639311188902,11.983333333333333,18.766666666666666,0.024548913787434855,7,SynD,2019-10-05
8.812142839233749,5004.476525471983,367.17261830140626,0.07336883616749054,19.066666666666666,19.083333333333332,0.015453933162118256,3,SynD,2019-10-06
6.436567826890537,3381.247729590521,268.19032612043907,0.07931697041107298,13.166666666666666,16.783333333333335,0.0212789584104031,6,SynD,2019-10-07
7.1338317274667515,5065.514466506353,297.24298864444796,0.05867972357197792,18.516666666666666,18.766666666666666,0.01915929571875666,2,SynD,2019-10-08
5.398520279012884,3622.88880849723,224.93834495887018,0.06208811720395425,12.733333333333333,17.383333333333333,0.025474788209400738,6,SynD,2019-10-09
7.047111050285589,4581.591684097139,293.6296270952329,0.06408899948776128,15.016666666666667,16.316666666666666,0.01939964097912854,2,SynD,2019-10-10
3.746019396334,5135.576376056319,156.08414151391665,0.030392721300306288,14.966666666666667,16.65,0.03712987209788465,2,SynD,2019-10-11
7.403886752881584,5096.365119460252,308.495281370066,0.060532413620070114,15.316666666666666,18.933333333333334,0.018447573187853714,2,SynD,2019-10-12
3.5683609832660053,4669.510198937821,148.68170763608356,0.03184096431996323,17.066666666666666,17.133333333333333,0.03905065007645327,2,SynD,2019-10-13
2.358681192466234,3213.779527377209,98.27838301942641,0.030580312738388803,11.683333333333334,16.9,0.060285653445654515,3,SynD,2019-10-14
6.605876184068045,3688.167707266254,275.2448410028352,0.07462915540976099,11.85,19.283333333333335,0.02072227801657776,4,SynD,2019-10-15
5.717547347397296,3063.0234023458875,238.23113947488733,0.07777646729451446,11.716666666666667,16.3,0.024019206974929663,9,SynD,2019-10-16
4.238735321203652,2248.5684892834483,176.61397171681884,0.07854507103454983,8.366666666666667,16.416666666666668,0.03267283236931257,7,SynD,2019-10-17
8.644895027088005,4042.543739778684,360.20395946200017,0.08910329303739832,8.0,16.95,0.01575762270712148,5,SynD,2019-10-18
2.943400437973794,3488.835722200932,122.64168491557474,0.035152610979976504,11.933333333333334,16.9,0.04773793744521545,5,SynD,2019-10-19
7.013737230944336,3367.537970707824,292.23905128934734,0.0867812193452184,10.383333333333333,16.2,0.019493750742265965,5,SynD,2019-10-20
5.609482486882667,4680.431416505088,233.72843695344446,0.04993737033069724,13.666666666666666,17.45,0.0244932627831898,5,SynD,2019-10-21
6.371950373913065,3078.373611225005,265.49793224637773,0.08624616949621192,11.533333333333333,17.033333333333335,0.02149939170875668,5,SynD,2019-10-22
2.0269701890849654,3081.0511988817707,84.45709121187357,0.02741177791609767,11.733333333333333,16.283333333333335,0.07085030687268015,6,SynD,2019-10-23
4.670672973073109,3029.008897666667,194.6113738780462,0.06424919188185976,11.533333333333333,20.616666666666667,0.029561969414434317,3,SynD,2019-10-24
9.52606403992748,4015.8459840726377,396.91933499697836,0.0988382862717374,11.683333333333334,17.433333333333334,0.014279215933919271,5,SynD,2019-10-25
7.97669165490045,3128.582781725879,332.36215228751877,0.1062340923912429,11.9,19.866666666666667,0.017100203090652133,4,SynD,2019-10-26
7.441371902224051,3612.060358641173,310.05716259266876,0.08583941900387004,11.65,16.683333333333334,0.018352939928374768,5,SynD,2019-10-27
4.430264459485764,3624.847683436543,184.5943524785735,0.05092471976741614,12.0,16.0,0.03121622760469376,4,SynD,2019-10-28
8.327082497285959,3396.390790524137,346.9617707202483,0.10215602152975586,11.816666666666666,18.033333333333335,0.016368874579510074,7,SynD,2019-10-29
5.0174399032461725,3086.891260713454,209.05999596859053,0.06772509243499293,11.566666666666666,16.166666666666668,0.02746276394434536,5,SynD,2019-10-30
6.821387440908704,3189.820374884737,284.22447670452937,0.08910359935700132,11.85,16.916666666666668,0.020054460052079982,7,SynD,2019-10-31
4.465577274424481,3220.544812713249,186.06571976768674,0.0577746097595611,12.333333333333334,16.266666666666666,0.030961733519120144,8,SynD,2019-11-01
7.79978553657291,3044.904039895166,324.9910640238712,0.10673277704838949,8.583333333333334,18.8,0.017494836340611684,9,SynD,2019-11-02
4.059878171145507,3109.317965981044,169.1615904643961,0.05440472551060653,11.483333333333333,17.483333333333334,0.03416139945866578,10,SynD,2019-11-03
6.572851512984839,3343.9441768573984,273.8688130410349,0.081899935691634,8.1,19.55,0.02082856375377401,6,SynD,2019-11-04
8.675921295449859,4586.36426209503,361.4967206437442,0.07881988869296966,14.2,16.65,0.015700386288884646,2,SynD,2019-11-05
6.100515661080516,3648.136532520067,254.18815254502152,0.06967616213898468,11.233333333333333,19.3,0.02247747560127275,7,SynD,2019-11-06
6.483951529171506,4266.348955595769,270.16464704881275,0.06332455452207282,16.366666666666667,19.35,0.02112017085880875,4,SynD,2019-11-07
7.0012285618396355,3657.158233538433,291.7178567433181,0.07976626607732817,12.033333333333333,17.433333333333334,0.01952925921155169,4,SynD,2019-11-08
6.5436305966015205,3654.654828085002,272.6512748583967,0.07460383748504722,8.1,16.366666666666667,0.020923520886105287,7,SynD,2019-11-09
6.023965841022737,3038.0557168899245,250.9985767092807,0.08261816111991173,11.583333333333334,16.416666666666668,0.022769612910592922,6,SynD,2019-11-10
5.54397895817248,3139.9195526425046,230.99912325718668,0.07356848460107254,11.6,16.916666666666668,0.024789830977030046,8,SynD,2019-11-11
8.903140603541013,5190.079861551672,370.96419181420885,0.07147562305588533,18.933333333333334,19.366666666666667,0.01529356499943961,3,SynD,2019-11-12
2.3969033765454646,4407.125956577973,99.8709740227277,0.022661247944062643,16.1,16.183333333333334,0.05926733285749941,3,SynD,2019-11-13
3.821027348537731,3082.1116630574525,159.2094728557388,0.05165597170408911,11.916666666666666,19.016666666666666,0.03637448888351641,4,SynD,2019-11-14
6.894776401458391,3097.9882296794794,287.28235006076625,0.09273190495319884,11.583333333333334,16.75,0.019836763181038136,6,SynD,2019-11-15
5.431182411502061,3044.663107701417,226.2992671459192,0.07432653766306674,11.05,17.15,0.02531770882616967,4,SynD,2019-11-16
3.4236153859222624,4584.702429651002,142.65064108009426,0.031114481968888254,13.4,16.783333333333335,0.040768965922756,3,SynD,2019-11-17
5.539147100492386,3103.054145379344,230.79779585384944,0.07437762444381542,11.683333333333334,17.266666666666666,0.024811991958958935,6,SynD,2019-11-18
4.906338700333437,4636.405052454868,204.4307791805599,0.04409251928330088,13.75,16.883333333333333,0.028102118455012443,3,SynD,2019-11-19
4.867563927476896,4590.356792542349,202.81516364487067,0.044182875713358744,13.15,16.2,0.02833232101270397,4,SynD,2019-11-20
5.272686326571982,3153.912882467482,219.6952636071659,0.06965800001276067,11.633333333333333,19.033333333333335,0.02609861724768095,5,SynD,2019-11-21
6.253217708527155,3569.285394727822,260.5507378552981,0.07299801193823184,11.733333333333333,17.433333333333334,0.021916551269600505,6,SynD,2019-11-22
6.411853271820948,4641.019849072203,267.1605529925395,0.057565052872150115,13.916666666666666,17.0,0.021362730547171666,2,SynD,2019-11-23
9.153729279380803,4585.77243336433,381.40538664086677,0.08317145959226122,15.083333333333334,18.216666666666665,0.0148686696713375,3,SynD,2019-11-24
6.116556385902426,3046.1954831353137,254.85651607926775,0.083663874327906,10.9,19.566666666666666,0.022417206781112763,10,SynD,2019-11-25
5.019050577689361,3041.035392406717,209.12710740372341,0.0687683898470571,11.783333333333333,19.833333333333332,0.02745370885575259,4,SynD,2019-11-26
6.872268924832475,6655.882659593882,286.3445385346865,0.04302127203548961,14.133333333333333,19.066666666666666,0.019903023931431812,3,SynD,2019-11-27
4.800706836343775,3116.252006990876,200.02945151432397,0.06418911277572732,7.466666666666667,16.0,0.028737759183857806,11,SynD,2019-11-28
7.562540008793751,4706.610408520592,315.1058336997396,0.06694963176244398,15.3,16.683333333333334,0.018053577761446886,3,SynD,2019-11-29
5.876824014175688,3142.417520692584,244.86766725732033,0.07792333948142954,11.116666666666667,16.366666666666667,0.023353023869647344,10,SynD,2019-11-30
7.2449777355202905,3067.613797573287,301.87407231334544,0.09840680484360532,8.083333333333334,18.35,0.018859827462753446,11,SynD,2019-12-01
6.648087642430227,3110.0756896488515,277.0036517679261,0.0890665306602881,11.45,18.216666666666665,0.020587994850556877,8,SynD,2019-12-02
4.233945302339055,6016.755317261646,176.41438759746063,0.029320518833687685,14.266666666666667,17.383333333333333,0.032711005481663176,4,SynD,2019-12-03
3.5043824755078647,3910.421379161716,146.01593647949437,0.03734020513942569,12.333333333333334,16.616666666666667,0.039791955756289056,2,SynD,2019-12-04
5.255566777051106,4611.010791714292,218.9819490437961,0.04749109445531844,14.8,17.15,0.026185857376313466,3,SynD,2019-12-05
3.5043656215907277,3216.574139356938,146.015234232947,0.04539464284262963,13.05,16.366666666666667,0.03979215474721119,3,SynD,2019-12-06
6.760402462900068,3192.2534337101893,281.6834359541695,0.08823968453744714,12.35,18.516666666666666,0.020239030951228403,8,SynD,2019-12-07
5.011637323342262,3176.7089174723355,208.81822180592758,0.06573413782339284,8.05,16.933333333333334,0.02749543518598547,4,SynD,2019-12-08
2.694209031049576,4257.453095786837,112.25870962706566,0.0263675740170001,12.916666666666666,16.716666666666665,0.052384586836202854,4,SynD,2019-12-09
7.986980850830832,5053.958002877888,332.790868784618,0.06584757304970007,14.333333333333334,17.466666666666665,0.017077797611478603,3,SynD,2019-12-10
6.700474553637477,3652.332204197549,279.18643973489486,0.07644059305832906,11.483333333333333,18.483333333333334,0.020423742408094855,4,SynD,2019-12-11
5.548265600441371,3156.623713961367,231.1777333517238,0.07323575893105425,12.516666666666667,16.6,0.024768351281778962,6,SynD,2019-12-12
8.606052733596783,5102.055820209668,358.58553056653267,0.07028255730683022,13.3,19.016666666666666,0.01582986849614829,3,SynD,2019-12-13
4.4283167795091565,6338.138993059885,184.51319914621487,0.029111573499453473,16.016666666666666,16.05,0.031230386032766785,3,SynD,2019-12-14
6.6971556644041765,3639.892982196579,279.0481526835074,0.07666383436226996,11.766666666666667,16.7,0.020434070560540873,5,SynD,2019-12-15
6.0991228997195535,3047.8798164686477,254.13012082164803,0.08337931156225502,10.816666666666666,17.116666666666667,0.022482723831023337,9,SynD,2019-12-16
7.247072583777339,3810.809677042961,301.96135765738916,0.0792381103355703,13.7,16.55,0.0188542730295903,12,SynD,2019-12-17
5.30921813549077,3674.525140777548,221.21742231211542,0.060202995989110226,11.916666666666666,16.1,0.025914383483649734,6,SynD,2019-12-18
4.793443842560318,4592.587190680871,199.7268267733466,0.043488956982379305,15.983333333333333,16.733333333333334,0.02878302791516506,2,SynD,2019-12-19
8.100154442612382,4500.768747348765,337.50643510884925,0.07498861951253588,13.816666666666666,19.033333333333335,0.016835173352087937,2,SynD,2019-12-20
4.1283044081926095,4573.063798037621,172.01268367469206,0.03761431969274201,15.25,17.483333333333334,0.0335761660853783,2,SynD,2019-12-21
6.712625830770692,3654.0721952737854,279.69274294877886,0.07654275230536943,11.283333333333333,20.616666666666667,0.02038601740281955,5,SynD,2019-12-22
6.607656651431543,3290.231909260772,275.31902714298093,0.08367769650767194,11.466666666666667,16.733333333333334,0.020716578615580097,4,SynD,2019-12-23
6.593870434390041,3659.6644919307055,274.74460143291833,0.07507371291513477,11.566666666666666,18.216666666666665,0.020760791282707518,6,SynD,2019-12-24
4.573199307981898,3123.204489891769,190.54997116591247,0.061011045476729496,11.583333333333334,16.966666666666665,0.030211092047407646,5,SynD,2019-12-25
5.9088291345479185,3078.1227472498545,246.2012139394966,0.07998420925853747,11.65,17.75,0.023223594837796093,4,SynD,2019-12-26
4.648479135268775,3086.7580051815185,193.68663063619897,0.06274759158672988,11.016666666666667,16.0,0.029707303900253834,6,SynD,2019-12-27
4.007074149297239,3076.760961987964,166.96142288738494,0.05426532153460093,11.65,18.333333333333332,0.034627156200621685,9,SynD,2019-12-28
6.612812306213528,5137.872998237236,275.53384609223036,0.05362799862642846,16.05,16.116666666666667,0.020700092671585762,1,SynD,2019-12-29
8.911550548251189,3149.94790926602,371.3146061771329,0.1178796020990881,11.733333333333333,18.766666666666666,0.015278911749258037,9,SynD,2019-12-30
6.973908643319444,6607.69681068862,290.5795268049768,0.04397591704494294,13.9,17.383333333333333,0.019607264102957017,2,SynD,2019-12-31
2.3203357545353285,3542.1075710373398,96.68065643897201,0.027294669769348127,11.95,16.9,0.061343037161058815,3,SynD,2020-01-01
3.906567713518786,3565.363094323362,162.7736547299494,0.0456541593166518,11.1,16.316666666666666,0.0355496985002239,6,SynD,2020-01-02
5.089325129138919,3386.229225871121,212.05521371412163,0.06262281717197382,11.916666666666666,17.716666666666665,0.02706436209172833,6,SynD,2020-01-03
8.156983657969407,3048.520295321297,339.87431908205866,0.11148829141917778,11.216666666666667,17.15,0.01671592310558136,11,SynD,2020-01-04
8.402087391453541,3977.228697346255,350.08697464389763,0.08802284235691243,13.833333333333334,17.716666666666665,0.01622038050299624,3,SynD,2020-01-05
2.9550039281640017,3082.5379293341102,123.12516367350007,0.03994278951178958,7.783333333333333,18.066666666666666,0.04754157180631761,9,SynD,2020-01-06
7.5673833163555475,5314.284023155763,315.30763818148114,0.05933210133436622,17.683333333333334,18.216666666666665,0.018041814568711984,3,SynD,2020-01-07
3.675746048889358,4571.614770996826,153.15608537038992,0.0335015291187789,14.816666666666666,16.783333333333335,0.03786660511547197,3,SynD,2020-01-08
6.130316844332186,3216.878262712317,255.42986851384106,0.07940302605622225,11.816666666666666,17.483333333333334,0.022365762420230535,5,SynD,2020-01-09
2.893945300069413,3239.6103032651267,120.58105416955888,0.037220851547492634,11.15,16.333333333333332,0.0485933819929725,6,SynD,2020-01-10
7.599036776330026,3069.726700795962,316.6265323470844,0.1031448605066324,11.233333333333333,18.566666666666666,0.017965312031875177,5,SynD,2020-01-11
4.2909052241062335,4029.2301927393537,178.78771767109308,0.0443726739646862,16.616666666666667,17.766666666666666,0.03226277166264856,4,SynD,2020-01-12
5.6249673896049694,4023.3366736318776,234.37364123354044,0.058253549291456805,15.6,16.45,0.024424188730283975,5,SynD,2020-01-13
4.501116149772716,3703.736168173866,187.5465062405298,0.05063711283004263,11.566666666666666,16.366666666666667,0.03070976567531166,6,SynD,2020-01-14
6.422520452421228,3113.2067506520057,267.60501885088445,0.08595799774455691,8.65,16.266666666666666,0.021326492439419517,7,SynD,2020-01-15
5.236736436596093,3250.228408818063,218.1973515248372,0.0671329285452231,11.416666666666666,16.033333333333335,0.026282491647083045,8,SynD,2020-01-16
4.722332510054122,4740.509469552557,196.76385458558843,0.04150690043957668,15.466666666666667,16.416666666666668,0.02922912645325354,6,SynD,2020-01-17
4.588872196073618,4542.868217753921,191.20300816973412,0.04208860988361852,14.716666666666667,16.883333333333333,0.030104802414722995,2,SynD,2020-01-18
4.944351525057135,3088.7797663197607,206.01464687738059,0.0666977455381496,11.666666666666666,17.7,0.027880042112139704,8,SynD,2020-01-19
6.474764614121027,4509.996902160002,269.78185892170944,0.05981863508431704,16.75,17.3,0.02115077167520528,4,SynD,2020-01-20
4.411039954202623,3249.201149000712,183.7933314251093,0.05656569815064688,11.366666666666667,16.15,0.03135654238724414,6,SynD,2020-01-21
4.583638087581001,4579.299546458849,190.98492031587506,0.041706142692404295,14.283333333333333,17.7,0.03014021556187038,3,SynD,2020-01-22
